algorithm,dataset,size,repetitions,mean_us,median_us,stddev_us,char_comparisons,char_accesses,sorted_ok
lcp_merge_sort,nearly_sorted,300,10,45.076,42.910,6.030,1058,2116,true
lcp_merge_sort,nearly_sorted,400,10,54.207,52.680,5.267,1438,2876,true
lcp_merge_sort,nearly_sorted,500,10,73.116,71.232,6.849,1852,3704,true
lcp_merge_sort,nearly_sorted,600,10,88.507,89.766,9.788,2171,4342,true
lcp_merge_sort,nearly_sorted,700,10,103.796,103.042,5.782,2500,5000,true
lcp_merge_sort,nearly_sorted,800,10,123.403,118.347,10.871,2907,5814,true
lcp_merge_sort,nearly_sorted,900,10,146.552,139.924,13.448,3368,6736,true
lcp_merge_sort,nearly_sorted,1000,10,182.723,173.002,34.655,3729,7458,true
lcp_merge_sort,nearly_sorted,1100,10,185.825,175.780,27.638,4059,8118,true
lcp_merge_sort,nearly_sorted,1200,10,205.097,201.024,9.403,4325,8650,true
lcp_merge_sort,nearly_sorted,1300,10,239.052,238.685,12.754,4800,9600,true
lcp_merge_sort,nearly_sorted,1400,10,267.114,246.022,46.552,5043,10086,true
lcp_merge_sort,nearly_sorted,1500,10,264.511,262.879,10.330,5456,10912,true
lcp_merge_sort,nearly_sorted,1600,10,300.803,298.556,20.247,5830,11660,true
lcp_merge_sort,nearly_sorted,1700,10,297.498,298.207,12.138,6193,12386,true
lcp_merge_sort,nearly_sorted,1800,10,329.012,324.014,18.377,6696,13392,true
lcp_merge_sort,nearly_sorted,1900,10,319.282,317.833,8.201,7052,14104,true
lcp_merge_sort,nearly_sorted,2000,10,359.034,363.630,27.496,7488,14976,true
lcp_merge_sort,nearly_sorted,2100,10,370.524,364.856,28.572,7906,15812,true
lcp_merge_sort,nearly_sorted,2200,10,416.438,415.147,13.192,8077,16154,true
lcp_merge_sort,nearly_sorted,2300,10,428.696,429.089,10.441,8521,17042,true
lcp_merge_sort,nearly_sorted,2400,10,456.358,453.101,18.447,8753,17506,true
lcp_merge_sort,nearly_sorted,2500,10,502.341,494.030,30.877,8994,17988,true
lcp_merge_sort,nearly_sorted,2600,10,518.285,508.145,28.362,9522,19044,true
lcp_merge_sort,nearly_sorted,2700,10,549.897,539.982,27.122,9795,19590,true
lcp_merge_sort,nearly_sorted,2800,10,560.439,559.967,13.482,10142,20284,true
lcp_merge_sort,nearly_sorted,2900,10,522.060,514.114,37.934,10582,21164,true
lcp_merge_sort,nearly_sorted,3000,10,513.019,498.867,35.535,11049,22098,true
lcp_merge_sort,random,100,10,15.531,14.601,2.554,500,1000,true
lcp_merge_sort,random,200,10,38.224,36.368,4.605,1148,2296,true
lcp_merge_sort,random,300,10,69.239,68.468,2.918,1856,3712,true
lcp_merge_sort,random,400,10,105.725,103.689,11.483,2655,5310,true
lcp_merge_sort,random,500,10,127.093,118.156,18.846,3473,6946,true
lcp_merge_sort,random,600,10,158.202,155.765,11.807,4290,8580,true
lcp_merge_sort,random,700,10,182.144,177.738,11.161,5159,10318,true
lcp_merge_sort,random,800,10,202.994,203.329,2.800,6035,12070,true
lcp_merge_sort,random,900,10,248.386,243.522,14.835,6968,13936,true
lcp_merge_sort,random,1000,10,284.471,283.582,12.805,7902,15804,true
lcp_merge_sort,random,1100,10,299.229,297.275,12.456,8825,17650,true
lcp_merge_sort,random,1200,10,379.522,357.673,79.323,9721,19442,true
lcp_merge_sort,random,1300,10,398.181,382.625,27.881,10659,21318,true
lcp_merge_sort,random,1400,10,422.380,410.674,34.114,11619,23238,true
lcp_merge_sort,random,1500,10,491.742,489.918,43.909,12639,25278,true
lcp_merge_sort,random,1600,10,472.202,471.835,15.712,13536,27072,true
lcp_merge_sort,random,1700,10,539.158,510.974,58.861,14585,29170,true
lcp_merge_sort,random,1800,10,570.068,555.352,48.748,15600,31200,true
lcp_merge_sort,random,1900,10,588.543,586.940,31.252,16487,32974,true
lcp_merge_sort,random,2000,10,650.547,647.657,32.471,17538,35076,true
lcp_merge_sort,random,2100,10,745.981,722.106,63.644,18597,37194,true
lcp_merge_sort,random,2200,10,841.824,821.340,115.040,19612,39224,true
lcp_merge_sort,random,2300,10,855.778,858.295,27.286,20575,41150,true
lcp_merge_sort,random,2400,10,899.050,889.814,31.807,21650,43300,true
lcp_merge_sort,random,2500,10,928.239,925.645,79.451,22590,45180,true
lcp_merge_sort,random,2600,10,899.339,896.248,22.646,23705,47410,true
lcp_merge_sort,random,2700,10,927.365,921.712,27.646,24826,49652,true
lcp_merge_sort,random,2800,10,952.707,933.165,39.705,25806,51612,true
lcp_merge_sort,random,2900,10,974.260,947.591,79.815,26846,53692,true
lcp_merge_sort,random,3000,10,1006.837,969.667,87.960,27945,55890,true
lcp_merge_sort,reverse,100,10,16.017,14.557,2.935,392,784,true
lcp_merge_sort,reverse,200,10,36.560,36.560,2.443,796,1592,true
lcp_merge_sort,reverse,300,10,64.251,64.846,2.759,1220,2440,true
lcp_merge_sort,reverse,400,10,84.834,83.493,3.139,1552,3104,true
lcp_merge_sort,reverse,500,10,116.903,111.529,13.076,1928,3856,true
lcp_merge_sort,reverse,600,10,134.070,131.487,6.997,2379,4758,true
lcp_merge_sort,reverse,700,10,166.407,161.471,8.258,2863,5726,true
lcp_merge_sort,reverse,800,10,197.372,187.718,18.221,3106,6212,true
lcp_merge_sort,reverse,900,10,220.363,218.569,8.879,3550,7100,true
lcp_merge_sort,reverse,1000,10,254.370,252.530,16.820,3846,7692,true
lcp_merge_sort,reverse,1100,10,279.267,277.910,8.282,4343,8686,true
lcp_merge_sort,reverse,1200,10,310.356,306.914,12.407,4776,9552,true
lcp_merge_sort,reverse,1300,10,351.330,342.880,19.654,5103,10206,true
lcp_merge_sort,reverse,1400,10,368.901,369.281,14.804,5702,11404,true
lcp_merge_sort,reverse,1500,10,397.832,393.443,19.754,6004,12008,true
lcp_merge_sort,reverse,1600,10,458.006,450.171,33.850,6237,12474,true
lcp_merge_sort,reverse,1700,10,484.286,491.337,37.270,6700,13400,true
lcp_merge_sort,reverse,1800,10,490.279,481.558,19.446,7100,14200,true
lcp_merge_sort,reverse,1900,10,533.829,529.988,17.468,7428,14856,true
lcp_merge_sort,reverse,2000,10,540.860,536.947,11.984,7661,15322,true
lcp_merge_sort,reverse,2100,10,613.998,591.390,70.182,8033,16066,true
lcp_merge_sort,reverse,2200,10,601.781,613.695,43.872,8630,17260,true
lcp_merge_sort,reverse,2300,10,583.090,556.849,75.622,9094,18188,true
lcp_merge_sort,reverse,2400,10,587.513,582.134,22.066,9494,18988,true
lcp_merge_sort,reverse,2500,10,625.848,614.825,29.066,9923,19846,true
lcp_merge_sort,reverse,2600,10,666.445,661.994,34.995,10312,20624,true
lcp_merge_sort,reverse,2700,10,681.356,676.180,28.759,10789,21578,true
lcp_merge_sort,reverse,2800,10,741.000,727.167,35.619,11273,22546,true
lcp_merge_sort,reverse,2900,10,718.333,716.465,15.434,11645,23290,true
lcp_merge_sort,reverse,3000,10,823.021,823.705,51.493,12018,24036,true
msd_radix_sort,nearly_sorted,100,10,6.062,4.199,4.471,0,250,true
msd_radix_sort,nearly_sorted,200,10,9.207,9.253,0.249,0,508,true
msd_radix_sort,nearly_sorted,300,10,18.951,13.324,16.976,0,757,true
msd_radix_sort,nearly_sorted,400,10,17.251,17.013,0.623,0,1002,true
msd_radix_sort,nearly_sorted,500,10,23.666,22.090,3.451,0,1254,true
msd_radix_sort,nearly_sorted,600,10,27.071,25.694,2.523,0,1504,true
msd_radix_sort,nearly_sorted,700,10,30.259,29.781,1.119,0,1744,true
msd_radix_sort,nearly_sorted,800,10,33.012,32.895,0.470,0,1977,true
msd_radix_sort,nearly_sorted,900,10,39.009,38.191,3.102,0,2223,true
msd_radix_sort,nearly_sorted,1000,10,37.319,36.838,1.092,0,2468,true
msd_radix_sort,nearly_sorted,1100,10,51.264,44.700,12.444,0,2717,true
msd_radix_sort,nearly_sorted,1200,10,49.299,49.562,2.542,0,2956,true
msd_radix_sort,nearly_sorted,1300,10,62.858,62.826,6.888,0,3208,true
msd_radix_sort,nearly_sorted,1400,10,64.680,61.612,9.603,0,3457,true
msd_radix_sort,nearly_sorted,1500,10,66.492,64.178,5.275,0,3705,true
msd_radix_sort,nearly_sorted,1600,10,72.434,69.834,7.427,0,3941,true
msd_radix_sort,nearly_sorted,1700,10,71.543,71.796,2.712,0,4176,true
msd_radix_sort,nearly_sorted,1800,10,77.163,75.749,4.852,0,4433,true
msd_radix_sort,nearly_sorted,1900,10,76.766,75.404,2.946,0,4677,true
msd_radix_sort,nearly_sorted,2000,10,90.203,83.252,17.765,0,4922,true
msd_radix_sort,nearly_sorted,2100,10,94.419,91.037,8.470,0,5150,true
msd_radix_sort,nearly_sorted,2200,10,93.681,91.704,4.581,0,5396,true
msd_radix_sort,nearly_sorted,2300,10,102.519,97.565,11.653,0,5637,true
msd_radix_sort,nearly_sorted,2400,10,105.799,102.332,15.711,0,5886,true
msd_radix_sort,nearly_sorted,2500,10,102.009,99.270,5.202,0,6119,true
msd_radix_sort,nearly_sorted,2600,10,110.217,108.561,5.761,0,6356,true
msd_radix_sort,nearly_sorted,2700,10,106.432,104.282,4.729,0,6599,true
msd_radix_sort,nearly_sorted,2800,10,114.102,107.874,9.797,0,6837,true
msd_radix_sort,nearly_sorted,2900,10,116.846,112.324,8.511,0,7084,true
msd_radix_sort,nearly_sorted,3000,10,117.257,115.329,4.090,0,7325,true
msd_radix_sort,random,100,10,4.441,4.285,0.366,0,166,true
msd_radix_sort,random,200,10,9.086,8.875,0.507,0,385,true
msd_radix_sort,random,300,10,13.365,13.323,0.520,0,601,true
msd_radix_sort,random,400,10,14.984,14.860,0.319,0,813,true
msd_radix_sort,random,500,10,18.867,17.535,3.204,0,1026,true
msd_radix_sort,random,600,10,25.251,25.166,2.251,0,1243,true
msd_radix_sort,random,700,10,23.597,22.843,2.451,0,1470,true
msd_radix_sort,random,800,10,29.462,29.227,1.172,0,1696,true
msd_radix_sort,random,900,10,34.897,34.620,2.688,0,1927,true
msd_radix_sort,random,1000,10,32.182,31.010,2.285,0,2172,true
msd_radix_sort,random,1100,10,38.572,37.492,4.000,0,2420,true
msd_radix_sort,random,1200,10,42.636,40.608,4.875,0,2652,true
msd_radix_sort,random,1300,10,42.339,41.709,1.753,0,2910,true
msd_radix_sort,random,1400,10,47.781,48.070,1.733,0,3142,true
msd_radix_sort,random,1500,10,55.686,52.368,9.540,0,3375,true
msd_radix_sort,random,1600,10,53.167,52.144,2.266,0,3622,true
msd_radix_sort,random,1700,10,56.387,55.382,2.059,0,3865,true
msd_radix_sort,random,1800,10,67.663,66.777,4.650,0,4125,true
msd_radix_sort,random,1900,10,67.924,65.064,6.681,0,4376,true
msd_radix_sort,random,2000,10,71.336,70.720,4.134,0,4639,true
msd_radix_sort,random,2100,10,74.289,73.180,2.910,0,4908,true
msd_radix_sort,random,2200,10,81.474,78.273,6.208,0,5166,true
msd_radix_sort,random,2300,10,85.816,82.674,6.154,0,5420,true
msd_radix_sort,random,2400,10,91.740,89.753,5.862,0,5699,true
msd_radix_sort,random,2500,10,91.212,90.761,3.441,0,5948,true
msd_radix_sort,random,2600,10,98.946,95.867,5.885,0,6204,true
msd_radix_sort,random,2700,10,105.980,105.266,5.820,0,6478,true
msd_radix_sort,random,2800,10,109.468,108.257,4.601,0,6767,true
msd_radix_sort,random,2900,10,113.825,110.520,6.188,0,7046,true
msd_radix_sort,random,3000,10,117.327,115.350,3.284,0,7325,true
msd_radix_sort,reverse,100,10,4.208,4.202,0.157,0,241,true
msd_radix_sort,reverse,200,10,8.081,8.032,0.133,0,488,true
msd_radix_sort,reverse,300,10,12.807,11.678,3.417,0,726,true
msd_radix_sort,reverse,400,10,15.287,15.183,0.456,0,969,true
msd_radix_sort,reverse,500,10,18.221,18.162,0.312,0,1204,true
msd_radix_sort,reverse,600,10,22.374,22.404,0.498,0,1439,true
msd_radix_sort,reverse,700,10,30.123,26.190,9.315,0,1688,true
msd_radix_sort,reverse,800,10,29.476,28.909,1.155,0,1929,true
msd_radix_sort,reverse,900,10,34.241,33.093,2.699,0,2175,true
msd_radix_sort,reverse,1000,10,36.252,36.003,1.071,0,2403,true
msd_radix_sort,reverse,1100,10,41.940,40.236,3.143,0,2648,true
msd_radix_sort,reverse,1200,10,46.633,46.680,1.061,0,2892,true
msd_radix_sort,reverse,1300,10,50.891,48.998,3.520,0,3149,true
msd_radix_sort,reverse,1400,10,51.915,50.975,2.425,0,3384,true
msd_radix_sort,reverse,1500,10,61.061,59.827,5.183,0,3620,true
msd_radix_sort,reverse,1600,10,68.259,65.283,9.966,0,3868,true
msd_radix_sort,reverse,1700,10,69.710,68.044,5.675,0,4117,true
msd_radix_sort,reverse,1800,10,71.598,68.767,4.772,0,4369,true
msd_radix_sort,reverse,1900,10,75.917,76.494,3.776,0,4608,true
msd_radix_sort,reverse,2000,10,80.436,79.513,4.449,0,4855,true
msd_radix_sort,reverse,2100,10,85.245,84.577,4.386,0,5102,true
msd_radix_sort,reverse,2200,10,87.871,85.438,4.992,0,5346,true
msd_radix_sort,reverse,2300,10,106.549,96.905,27.155,0,5581,true
msd_radix_sort,reverse,2400,10,96.307,93.587,5.324,0,5821,true
msd_radix_sort,reverse,2500,10,101.491,96.236,12.384,0,6069,true
msd_radix_sort,reverse,2600,10,108.602,98.457,27.656,0,6321,true
msd_radix_sort,reverse,2700,10,106.352,106.269,5.719,0,6568,true
msd_radix_sort,reverse,2800,10,117.773,116.924,5.776,0,6817,true
msd_radix_sort,reverse,2900,10,129.785,125.206,13.542,0,7075,true
msd_radix_sort,reverse,3000,10,128.839,126.685,7.306,0,7325,true
hybrid_msd_radix_sort,nearly_sorted,100,10,3.090,2.898,1.172,433,610,true
hybrid_msd_radix_sort,nearly_sorted,200,10,4.827,4.212,1.126,917,1275,true
hybrid_msd_radix_sort,nearly_sorted,300,10,6.911,6.530,0.889,1387,1924,true
hybrid_msd_radix_sort,nearly_sorted,400,10,8.892,8.424,1.541,1845,2559,true
hybrid_msd_radix_sort,nearly_sorted,500,10,12.748,12.649,1.176,2278,3166,true
hybrid_msd_radix_sort,nearly_sorted,600,10,14.262,14.267,0.780,2745,3809,true
hybrid_msd_radix_sort,nearly_sorted,700,10,17.784,17.362,1.221,3193,4431,true
hybrid_msd_radix_sort,nearly_sorted,800,10,22.702,21.350,3.319,3647,5059,true
hybrid_msd_radix_sort,nearly_sorted,900,10,24.340,24.111,3.386,4074,5659,true
hybrid_msd_radix_sort,nearly_sorted,1000,10,32.422,25.389,18.945,4517,6275,true
hybrid_msd_radix_sort,nearly_sorted,1100,10,29.150,27.991,2.575,4966,6902,true
hybrid_msd_radix_sort,nearly_sorted,1200,10,33.443,33.091,2.924,5393,7503,true
hybrid_msd_radix_sort,nearly_sorted,1300,10,33.994,33.448,1.288,5874,8164,true
hybrid_msd_radix_sort,nearly_sorted,1400,10,44.379,39.571,10.609,6338,8804,true
hybrid_msd_radix_sort,nearly_sorted,1500,10,48.074,48.315,4.783,6808,9448,true
hybrid_msd_radix_sort,nearly_sorted,1600,10,47.923,47.326,2.817,7235,10050,true
hybrid_msd_radix_sort,nearly_sorted,1700,10,56.615,50.895,19.092,7676,10663,true
hybrid_msd_radix_sort,nearly_sorted,1800,10,49.562,48.078,3.382,8123,11289,true
hybrid_msd_radix_sort,nearly_sorted,1900,10,59.988,60.798,5.083,8586,11929,true
hybrid_msd_radix_sort,nearly_sorted,2000,10,55.051,54.642,4.634,9040,12559,true
hybrid_msd_radix_sort,nearly_sorted,2100,10,57.010,56.156,4.444,9459,13144,true
hybrid_msd_radix_sort,nearly_sorted,2200,10,71.158,61.910,24.564,9911,13770,true
hybrid_msd_radix_sort,nearly_sorted,2300,10,67.743,66.030,6.599,10391,14428,true
hybrid_msd_radix_sort,nearly_sorted,2400,10,67.919,67.737,4.472,10847,15059,true
hybrid_msd_radix_sort,nearly_sorted,2500,10,68.685,65.971,5.684,11286,15671,true
hybrid_msd_radix_sort,nearly_sorted,2600,10,67.673,66.712,3.841,11711,16268,true
hybrid_msd_radix_sort,nearly_sorted,2700,10,73.140,70.984,7.315,12177,16908,true
hybrid_msd_radix_sort,nearly_sorted,2800,10,74.508,72.391,5.417,12606,17509,true
hybrid_msd_radix_sort,nearly_sorted,2900,10,79.680,75.855,8.568,13073,18155,true
hybrid_msd_radix_sort,nearly_sorted,3000,10,79.107,77.768,5.168,13528,18782,true
hybrid_msd_radix_sort,random,100,10,1.313,1.080,0.503,91,227,true
hybrid_msd_radix_sort,random,200,10,2.925,2.587,0.806,322,627,true
hybrid_msd_radix_sort,random,300,10,4.804,4.309,1.052,604,1079,true
hybrid_msd_radix_sort,random,400,10,7.170,6.684,1.271,932,1570,true
hybrid_msd_radix_sort,random,500,10,10.321,9.262,2.565,1333,2150,true
hybrid_msd_radix_sort,random,600,10,12.887,11.720,2.350,1740,2721,true
hybrid_msd_radix_sort,random,700,10,17.245,16.403,2.256,2203,3364,true
hybrid_msd_radix_sort,random,800,10,20.899,20.033,2.759,2568,3895,true
hybrid_msd_radix_sort,random,900,10,26.115,25.036,2.787,3096,4600,true
hybrid_msd_radix_sort,random,1000,10,34.279,31.257,10.842,3633,5319,true
hybrid_msd_radix_sort,random,1100,10,33.265,33.066,3.392,4070,5927,true
hybrid_msd_radix_sort,random,1200,10,37.111,36.702,3.460,4661,6693,true
hybrid_msd_radix_sort,random,1300,10,42.866,42.989,3.607,5251,7477,true
hybrid_msd_radix_sort,random,1400,10,46.057,45.258,2.779,5909,8323,true
hybrid_msd_radix_sort,random,1500,10,52.586,49.991,6.201,6537,9118,true
hybrid_msd_radix_sort,random,1600,10,54.963,53.216,3.497,7104,9868,true
hybrid_msd_radix_sort,random,1700,10,62.358,61.949,4.561,7749,10684,true
hybrid_msd_radix_sort,random,1800,10,66.423,63.743,6.263,8388,11498,true
hybrid_msd_radix_sort,random,1900,10,71.025,69.785,3.225,9061,12352,true
hybrid_msd_radix_sort,random,2000,10,75.100,74.397,3.293,9787,13249,true
hybrid_msd_radix_sort,random,2100,10,78.493,78.103,4.955,10428,14068,true
hybrid_msd_radix_sort,random,2200,10,86.909,86.805,6.210,10791,14623,true
hybrid_msd_radix_sort,random,2300,10,88.209,85.838,5.931,11592,15616,true
hybrid_msd_radix_sort,random,2400,10,93.879,93.418,2.780,12057,16256,true
hybrid_msd_radix_sort,random,2500,10,100.412,98.266,5.843,12640,17026,true
hybrid_msd_radix_sort,random,2600,10,111.146,108.445,8.864,13454,18023,true
hybrid_msd_radix_sort,random,2700,10,109.345,108.133,5.338,14265,19023,true
hybrid_msd_radix_sort,random,2800,10,146.049,131.566,31.838,14828,19775,true
hybrid_msd_radix_sort,random,2900,10,141.486,137.875,9.191,15577,20715,true
hybrid_msd_radix_sort,random,3000,10,142.854,139.659,7.744,16140,21445,true
hybrid_msd_radix_sort,reverse,100,10,8.784,2.145,18.991,422,597,true
hybrid_msd_radix_sort,reverse,200,10,4.394,4.035,0.843,880,1230,true
hybrid_msd_radix_sort,reverse,300,10,6.751,6.268,0.931,1326,1844,true
hybrid_msd_radix_sort,reverse,400,10,8.763,8.379,1.021,1742,2433,true
hybrid_msd_radix_sort,reverse,500,10,11.031,10.704,1.108,2183,3043,true
hybrid_msd_radix_sort,reverse,600,10,13.133,12.858,0.943,2591,3620,true
hybrid_msd_radix_sort,reverse,700,10,15.112,14.368,1.758,3057,4262,true
hybrid_msd_radix_sort,reverse,800,10,18.003,17.331,2.060,3504,4886,true
hybrid_msd_radix_sort,reverse,900,10,21.382,20.819,1.888,3951,5507,true
hybrid_msd_radix_sort,reverse,1000,10,23.515,22.797,2.454,4354,6078,true
hybrid_msd_radix_sort,reverse,1100,10,35.816,28.471,13.132,4800,6692,true
hybrid_msd_radix_sort,reverse,1200,10,32.238,31.674,4.353,5232,7299,true
hybrid_msd_radix_sort,reverse,1300,10,31.272,30.395,4.745,5699,7944,true
hybrid_msd_radix_sort,reverse,1400,10,29.257,28.705,2.345,6118,8533,true
hybrid_msd_radix_sort,reverse,1500,10,32.371,31.483,3.023,6533,9125,true
hybrid_msd_radix_sort,reverse,1600,10,34.576,33.123,4.193,6993,9761,true
hybrid_msd_radix_sort,reverse,1700,10,35.870,35.748,1.841,7455,10398,true
hybrid_msd_radix_sort,reverse,1800,10,40.579,39.824,2.576,7925,11042,true
hybrid_msd_radix_sort,reverse,1900,10,42.288,41.597,2.293,8353,11646,true
hybrid_msd_radix_sort,reverse,2000,10,45.783,46.130,4.682,8812,12281,true
hybrid_msd_radix_sort,reverse,2100,10,46.285,45.070,2.971,9228,12872,true
hybrid_msd_radix_sort,reverse,2200,10,49.782,48.015,4.193,9651,13468,true
hybrid_msd_radix_sort,reverse,2300,10,56.317,52.279,9.784,10088,14076,true
hybrid_msd_radix_sort,reverse,2400,10,55.275,54.460,3.021,10523,14686,true
hybrid_msd_radix_sort,reverse,2500,10,61.011,59.460,6.425,10979,15316,true
hybrid_msd_radix_sort,reverse,2600,10,59.284,56.544,5.923,11416,15929,true
hybrid_msd_radix_sort,reverse,2700,10,65.452,60.887,12.762,11855,16541,true
hybrid_msd_radix_sort,reverse,2800,10,62.110,61.186,3.848,12317,17182,true
hybrid_msd_radix_sort,reverse,2900,10,68.785,68.087,4.889,12772,17816,true
hybrid_msd_radix_sort,reverse,3000,10,69.454,68.060,6.110,13243,18463,true
